path,prediction,ground_truth,confidence,bucket
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_145_IMG_20230923_100744.jpg,non_water_hyacinth,non_water_hyacinth,0.9990719556808472,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_67_IMG_20230923_110950.jpg,non_water_hyacinth,non_water_hyacinth,0.9999644160270691,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_213_20230818_113353.jpg,non_water_hyacinth,non_water_hyacinth,0.9999997019767761,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_13_augmented_image_218.jpg,non_water_hyacinth,non_water_hyacinth,0.9999386668205261,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_90_IMG_20230923_100743.jpg,non_water_hyacinth,non_water_hyacinth,0.9996256828308105,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_294_IMG_20230814_174203.jpg,non_water_hyacinth,non_water_hyacinth,0.9999896287918091,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_904_augmented_image_827.jpg,non_water_hyacinth,non_water_hyacinth,0.9999969005584717,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_471_IMG_20230923_101602.jpg,non_water_hyacinth,non_water_hyacinth,0.9984599947929382,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1223_augmented_image_180.jpg,water_hyacinth,water_hyacinth,0.9998472929000854,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_410_IMG_20230923_110138.jpg,non_water_hyacinth,non_water_hyacinth,0.9999973177909851,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_369_IMG_20230923_103403.jpg,non_water_hyacinth,non_water_hyacinth,0.9993681907653809,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1457_augmented_image_534.jpg,water_hyacinth,water_hyacinth,0.9997401237487793,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_27_IMG_20230923_105859.jpg,non_water_hyacinth,non_water_hyacinth,0.9999186396598816,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_391_augmented_image_206.jpg,non_water_hyacinth,non_water_hyacinth,0.9999953508377075,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_312_IMG_20230814_202643.jpg,non_water_hyacinth,non_water_hyacinth,1.0,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_53_20230818_113908.jpg,non_water_hyacinth,non_water_hyacinth,0.999971866607666,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_108_IMG_20230926_173219.jpg,non_water_hyacinth,non_water_hyacinth,1.0,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_109_IMG_20230814_210243.jpg,water_hyacinth,water_hyacinth,0.9988406896591187,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_321_augmented_image_408.jpg,non_water_hyacinth,non_water_hyacinth,0.9999763369560242,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_182_IMG_20230811_165254.jpg,non_water_hyacinth,non_water_hyacinth,1.0,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_307_20230818_114711.jpg,non_water_hyacinth,non_water_hyacinth,0.9999978542327881,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_503_augmented_image_752.jpg,non_water_hyacinth,non_water_hyacinth,0.9999610781669617,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_420_IMG_20230923_110309.jpg,non_water_hyacinth,non_water_hyacinth,0.998834490776062,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_77_augmented_image_1005.jpg,non_water_hyacinth,non_water_hyacinth,0.9999720454216003,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_379_IMG_20230923_111549_1.jpg,non_water_hyacinth,non_water_hyacinth,0.9999958872795105,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_76_20230818_115149.jpg,non_water_hyacinth,non_water_hyacinth,0.9999289512634277,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_612_augmented_image_182.jpg,water_hyacinth,water_hyacinth,0.9995056986808777,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_537_augmented_image_753.jpg,water_hyacinth,water_hyacinth,0.9894521236419678,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_559_augmented_image_107.jpg,non_water_hyacinth,non_water_hyacinth,1.0,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_77_augmented_image_822.jpg,water_hyacinth,water_hyacinth,0.9999333620071411,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_662_augmented_image_819.jpg,water_hyacinth,water_hyacinth,0.9526452422142029,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_827_augmented_image_502.jpg,water_hyacinth,water_hyacinth,0.9999892115592957,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_86_IMG_20230814_203608.jpg,non_water_hyacinth,non_water_hyacinth,1.0,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_9_IMG_20230923_100453.jpg,non_water_hyacinth,non_water_hyacinth,0.9999929666519165,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_244_IMG_20230811_165449.jpg,water_hyacinth,water_hyacinth,0.9402078986167908,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_388_IMG_20230923_110125.jpg,non_water_hyacinth,non_water_hyacinth,0.9997411966323853,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_4575_IMG_20230814_210630.jpg,water_hyacinth,water_hyacinth,1.0,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_178_20230818_114830.jpg,non_water_hyacinth,non_water_hyacinth,0.9999982714653015,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_62_augmented_image_306.jpg,non_water_hyacinth,non_water_hyacinth,1.0,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_110_IMG_20230814_210056.jpg,water_hyacinth,water_hyacinth,0.8232347369194031,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_82_IMG_20230811_165140.jpg,non_water_hyacinth,non_water_hyacinth,0.9999959468841553,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_756_augmented_image_828.jpg,non_water_hyacinth,non_water_hyacinth,0.9999998807907104,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_522_augmented_image_611.jpg,non_water_hyacinth,non_water_hyacinth,0.9999813437461853,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_896_augmented_image_358.jpg,non_water_hyacinth,non_water_hyacinth,0.9999997019767761,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_752_augmented_image_313.jpg,non_water_hyacinth,non_water_hyacinth,0.9981500506401062,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_61_IMG_20230811_165509.jpg,non_water_hyacinth,non_water_hyacinth,0.9999985098838806,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_432_IMG_20230923_111837.jpg,non_water_hyacinth,non_water_hyacinth,1.0,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1694_augmented_image_519.jpg,water_hyacinth,water_hyacinth,1.0,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_249_IMG_20230811_165324_1.jpg,non_water_hyacinth,non_water_hyacinth,0.9999979734420776,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_382_IMG_20230923_101617.jpg,non_water_hyacinth,non_water_hyacinth,0.9997667074203491,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_191_20230818_115001.jpg,non_water_hyacinth,non_water_hyacinth,0.9999670386314392,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_161_IMG_20230923_100341.jpg,non_water_hyacinth,non_water_hyacinth,0.9999856352806091,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_249_20230812_113900.jpg,non_water_hyacinth,non_water_hyacinth,0.9999303817749023,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_815_augmented_image_196.jpg,non_water_hyacinth,non_water_hyacinth,0.999699592590332,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_4748_20230812_114934 Background Removed.jpg,water_hyacinth,water_hyacinth,0.9992052912712097,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_561_augmented_image_924.jpg,water_hyacinth,water_hyacinth,0.9999622106552124,correct_predictions
/content/water_hyacinth_project/dataset/classification/non_water_hyacinth/_104_augmented_image_99.jpg,non_water_hyacinth,non_water_hyacinth,0.999998927116394,correct_predictions
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1211_augmented_image_591.jpg,water_hyacinth,water_hyacinth,0.9999947547912598,correct_predictions
